btag|paths|landing|packed
2116156_271373|9|00000001:/no/140-Deposit-Bonus 00000001:/pt/140-Deposit-Bonus 00000002:/it/140-Deposit-Bonus 00000002:/tr/140-Deposit-Bonus 00000003:/fr/140-Deposit-Bonus 00000005:/es/140-Deposit-Bonus 00000010:/de/140-Deposit-Bonus 00000334:/140-Deposit-Bonus|06-25~3,3,1,0,0 07-06~3,3,1,1,0 05-28~1,0,0,0,0 08-20~7,7,5,1,0 07-11~5,5,3,1,0 06-10~7,7,6,1,0 07-04~5,5,1,1,1 07-05~3,3,2,2,1 06-24~8,7,2,1,0 08-15~6,6,2,0,0 08-18~6,6,2,0,0 06-26~5,4,3,2,1 08-05~4,3,2,0,0 07-30~1,1,0,0,0 06-13~3,3,2,1,0 07-24~4,4,4,2,1 06-30~7,7,3,0,0 07-21~5,5,4,3,0 07-03~5,5,3,0,0 05-26~2,1,1,0,0 05-15~3,3,2,1,0 08-12~1,1,1,0,0 05-17~3,2,2,2,0 05-22~2,1,1,1,0 08-23~5,5,2,2,0 08-04~1,1,0,0,0 06-07~8,7,6,2,0 07-07~6,6,4,2,0 05-21~4,2,2,1,0 06-03~3,3,2,1,0 08-07~4,4,2,1,0 08-22~8,8,5,1,0 08-06~3,3,0,0,0 08-10~3,2,1,0,0 07-22~3,3,1,1,1 05-23~8,6,3,2,0 08-11~6,6,2,0,0 06-22~2,2,1,0,0 05-31~3,2,1,1,1 06-05~2,2,1,1,0 08-01~4,3,1,0,0 07-14~8,8,8,4,0 08-26~2,2,2,1,0 06-18~2,2,0,0,0 05-16~1,1,0,0,0 05-06~1,1,0,0,0 07-15~4,4,2,1,0 08-03~5,4,3,0,0 08-13~2,2,1,0,0 07-18~3,3,2,0,0 06-09~4,3,2,1,0 06-15~4,3,1,0,0 07-27~3,2,1,0,0 06-27~7,6,2,1,0 08-19~3,3,1,0,0 08-14~3,2,2,0,0 07-16~4,4,4,2,0 06-16~6,5,3,2,0 08-28~9,9,5,3,1 05-19~3,2,1,0,0 05-24~1,1,1,0,0 06-04~2,1,0,0,0 05-20~3,2,0,0,0 05-29~2,2,2,1,0 08-21~6,6,3,1,0 06-08~6,6,4,2,0 07-02~2,2,1,1,0 06-12~6,6,5,1,1 07-13~6,5,3,0,0 07-12~2,2,1,1,0 07-20~2,2,0,0,0 08-24~8,8,6,2,0 06-21~5,4,2,1,0 07-17~4,4,4,0,0 08-25~6,4,3,1,0 08-02~6,6,2,1,1 07-10~5,5,3,1,0 06-11~1,0,0,0,0 06-14~3,3,1,1,0 05-14~4,4,2,0,0 05-10~3,3,0,0,0 05-09~2,2,0,0,0 05-27~2,2,1,0,0 08-08~4,4,2,0,0 07-29~4,4,1,0,0 07-31~1,1,0,0,0 06-20~2,1,0,0,0 08-09~4,3,3,1,0 05-12~2,2,0,0,0 07-09~3,3,0,0,0 06-19~3,2,2,0,0 08-27~3,3,2,0,0 08-17~4,4,1,1,0 06-29~3,3,3,2,0 07-19~2,1,0,0,0 06-06~5,4,4,2,0 07-25~3,3,0,0,0 05-18~3,3,1,0,0 07-28~3,3,1,0,0 05-08~4,4,0,0,0 06-02~2,2,2,2,0 07-01~4,3,1,1,1 06-28~5,4,2,1,0 08-16~5,5,3,0,0 05-25~3,3,3,2,2 08-29~5,5,2,1,0 06-17~8,7,4,2,0 07-26~2,2,1,1,0 06-23~1,1,1,1,1 07-08~1,1,0,0,0 05-30~5,4,2,0,0 all~359,349,215,96,17
2394347_489462|7|00000001:/de/crypto-casino 00000001:/el/crypto-casino 00000001:/fr/crypto-casino 00000001:/ja/crypto-casino 00000001:/pt/crypto-casino 00000028:/es/crypto-casino 00000080:/crypto-casino|08-16~2,1,1,0,0 05-11~3,0,0,0,0 07-23~3,1,0,0,0 05-13~3,1,0,0,0 06-12~1,0,0,0,0 07-20~1,0,0,0,0 08-21~1,1,1,0,0 05-14~4,2,2,2,0 07-31~1,1,1,0,0 06-08~2,0,0,0,0 06-07~5,2,0,0,0 08-05~2,0,0,0,0 08-15~2,0,0,0,0 08-03~2,0,0,0,0 07-28~2,0,0,0,0 08-02~1,0,0,0,0 08-18~1,0,0,0,0 06-26~2,0,0,0,0 07-26~2,0,0,0,0 08-29~1,0,0,0,0 06-17~2,1,1,1,1 06-04~2,2,2,1,1 05-22~1,0,0,0,0 05-03~2,0,0,0,0 07-01~2,0,0,0,0 05-28~4,1,0,0,0 08-17~2,0,0,0,0 06-29~2,0,0,0,0 08-26~3,1,1,1,1 06-18~1,0,0,0,0 07-22~3,1,0,0,0 07-14~2,1,1,1,0 07-04~1,0,0,0,0 08-01~2,1,1,0,0 05-30~1,0,0,0,0 05-01~4,1,0,0,0 06-02~2,0,0,0,0 05-15~1,0,0,0,0 06-01~1,1,1,1,1 06-25~2,0,0,0,0 08-25~1,1,1,1,1 05-04~3,1,0,0,0 05-05~2,1,0,0,0 08-13~1,0,0,0,0 07-16~2,1,1,1,1 05-07~1,0,0,0,0 08-24~3,1,1,1,1 06-27~1,1,1,1,0 08-19~4,1,1,1,0 07-07~2,2,1,0,0 07-13~3,1,1,0,0 05-08~2,1,0,0,0 06-16~1,0,0,0,0 08-28~1,0,0,0,0 05-17~1,1,1,1,0 07-30~1,0,0,0,0 05-23~1,0,0,0,0 06-03~2,0,0,0,0 08-10~1,0,0,0,0 05-26~1,1,0,0,0 07-17~1,0,0,0,0 05-09~1,0,0,0,0 08-11~1,0,0,0,0 05-29~1,0,0,0,0 07-12~1,0,0,0,0 05-16~1,1,1,1,0 08-07~2,0,0,0,0 05-21~2,1,1,0,0 05-31~1,0,0,0,0 08-23~2,2,1,1,1 06-19~2,1,1,1,1 08-27~3,0,0,0,0 06-09~3,0,0,0,0 07-27~1,1,1,1,0 all~113,39,26,22,11
2595863_501102|2|00000007:/casino-promocode 00000059:/pt/casino-promocode|08-06~2,2,0,0,0 07-10~2,2,1,1,1 07-22~1,0,0,0,0 07-19~2,1,0,0,0 07-18~2,2,2,1,1 08-29~1,1,0,0,0 07-03~1,1,1,0,0 08-02~3,3,1,1,1 07-17~2,2,1,1,0 07-12~4,4,1,0,0 07-30~2,2,1,0,0 08-10~1,1,0,0,0 08-11~1,1,0,0,0 07-11~1,1,0,0,0 08-22~1,1,0,0,0 07-27~2,2,1,1,0 08-15~1,1,0,0,0 07-29~3,3,2,0,0 07-26~3,3,1,0,0 08-20~1,1,1,1,0 08-18~1,1,0,0,0 07-14~2,2,1,1,1 07-08~3,3,2,2,0 08-27~1,1,0,0,0 07-25~3,3,0,0,0 08-12~3,3,1,1,0 08-05~2,2,1,0,0 07-31~2,2,0,0,0 07-20~1,0,0,0,0 07-13~1,1,0,0,0 08-17~1,1,1,1,0 07-24~6,5,1,0,0 07-23~2,2,1,1,1 08-19~1,1,0,0,0 07-04~1,1,0,0,0 07-07~3,3,1,0,0 08-14~2,1,0,0,0 07-16~3,3,3,1,1 07-05~1,1,1,1,1 07-15~1,1,0,0,0 all~66,64,26,15,8
2595863_70364|3|00000001:/fr 00000002:/pt 00000086:/|08-11~3,0,0,0,0 06-16~3,0,0,0,0 07-22~3,1,0,0,0 05-18~1,1,0,0,0 05-31~1,1,1,1,0 07-09~1,0,0,0,0 08-26~1,0,0,0,0 06-18~1,0,0,0,0 08-15~1,0,0,0,0 07-21~1,0,0,0,0 08-22~1,1,0,0,0 07-02~1,0,0,0,0 05-06~2,0,0,0,0 07-15~4,0,0,0,0 05-01~1,0,0,0,0 05-26~1,0,0,0,0 08-16~3,1,1,0,0 08-06~1,0,0,0,0 07-31~1,1,1,1,0 07-29~1,0,0,0,0 08-03~1,1,0,0,0 08-13~2,0,0,0,0 07-11~1,0,0,0,0 07-16~1,0,0,0,0 08-19~1,0,0,0,0 08-24~2,0,0,0,0 05-21~1,0,0,0,0 07-28~2,0,0,0,0 08-01~2,0,0,0,0 07-23~1,0,0,0,0 08-14~2,0,0,0,0 08-10~1,1,0,0,0 08-04~3,1,0,0,0 08-09~3,1,1,1,0 07-17~3,1,1,0,0 08-27~3,1,0,0,0 05-08~1,0,0,0,0 07-06~1,0,0,0,0 05-09~1,0,0,0,0 08-07~4,1,0,0,0 08-18~5,1,1,0,0 06-26~1,1,0,0,0 08-08~2,0,0,0,0 08-05~1,0,0,0,0 07-27~1,0,0,0,0 07-13~5,1,0,0,0 07-10~2,0,0,0,0 08-02~3,0,0,0,0 07-24~2,0,0,0,0 07-20~3,1,1,1,1 06-03~1,1,1,1,0 all~89,19,8,6,1
26630718_480411|2|00000001:/de/promotions/welcome-bonus 00000059:/promotions/welcome-bonus|07-26~1,0,0,0,0 06-20~3,2,2,2,0 06-18~1,0,0,0,0 07-13~1,0,0,0,0 06-07~2,0,0,0,0 06-28~2,0,0,0,0 05-06~1,1,0,0,0 06-27~1,0,0,0,0 08-19~1,0,0,0,0 07-04~1,0,0,0,0 07-03~1,1,1,0,0 06-21~1,1,1,0,0 05-10~1,0,0,0,0 08-20~1,0,0,0,0 08-29~1,0,0,0,0 05-18~3,1,1,0,0 08-02~1,1,1,0,0 06-19~2,2,2,2,0 05-07~1,0,0,0,0 05-14~1,0,0,0,0 06-09~1,0,0,0,0 07-24~1,1,1,0,0 07-15~1,0,0,0,0 07-30~2,0,0,0,0 07-07~1,0,0,0,0 05-22~1,0,0,0,0 05-01~1,0,0,0,0 05-11~1,0,0,0,0 05-24~3,1,1,0,0 05-31~4,1,1,0,0 06-10~2,0,0,0,0 06-23~1,0,0,0,0 05-25~1,0,0,0,0 07-18~1,0,0,0,0 08-21~2,1,1,1,1 06-13~1,0,0,0,0 07-12~1,0,0,0,0 07-17~1,0,0,0,0 05-02~1,0,0,0,0 06-03~1,1,0,0,0 05-17~1,0,0,0,0 all~60,15,14,6,1 05-12~1,0,0,0,0 08-24~1,0,0,0,0 06-26~1,0,0,0,0 05-21~1,0,0,0,0 08-15~1,0,0,0,0 06-02~3,1,1,0,0 07-14~1,0,0,0,0 06-25~1,0,0,0,0 07-20~1,0,0,0,0 05-09~3,0,0,0,0 05-19~1,1,1,1,0
2728374_467046|7|00000001:/ja/Get-150-Deposit-Bonus-300-Free-Spins-A 00000001:/tr/Get-150-Deposit-Bonus-300-Free-Spins-A 00000002:/fr/Get-150-Deposit-Bonus-300-Free-Spins-A 00000005:/de/Get-150-Deposit-Bonus-300-Free-Spins-A 00000005:/es/Get-150-Deposit-Bonus-300-Free-Spins-A 00000005:/pt/Get-150-Deposit-Bonus-300-Free-Spins-A 00000088:/Get-150-Deposit-Bonus-300-Free-Spins-A|05-06~5,5,0,0,0 05-28~5,5,1,1,0 05-17~1,1,0,0,0 05-07~5,5,0,0,0 05-08~2,0,0,0,0 05-05~1,1,0,0,0 05-18~2,2,2,1,0 05-13~1,1,0,0,0 06-05~1,0,0,0,0 06-01~3,1,1,0,0 05-19~6,6,3,2,0 05-24~1,1,0,0,0 05-23~3,3,1,0,0 06-02~5,4,4,2,0 05-20~3,3,3,1,0 05-01~3,2,0,0,0 05-26~1,1,1,0,0 06-08~3,3,1,0,0 05-09~2,2,0,0,0 05-10~3,2,0,0,0 06-07~2,2,1,0,0 05-27~6,6,4,2,0 06-10~2,2,2,0,0 06-03~1,1,1,1,0 05-31~5,4,3,0,0 05-02~1,1,0,0,0 05-12~1,1,0,0,0 06-04~1,1,1,0,0 06-09~1,1,0,0,0 05-15~4,4,2,1,0 05-22~2,2,2,2,1 05-03~2,2,0,0,0 05-11~5,4,0,0,0 05-14~3,3,2,0,0 05-25~6,6,1,0,0 05-21~2,2,0,0,0 06-06~6,5,4,0,0 05-29~6,3,3,2,0 all~107,97,45,18,4
2728374_493008|8|00000001:/hi/special-bonus/up-to-200 00000001:/ja/special-bonus/up-to-200 00000002:/fr/special-bonus/up-to-200 00000003:/tr/special-bonus/up-to-200 00000006:/de/special-bonus/up-to-200 00000007:/es/special-bonus/up-to-200 00000007:/pt/special-bonus/up-to-200 00000041:/special-bonus/up-to-200|07-13~1,1,1,1,1 07-27~1,1,0,0,0 05-25~4,4,1,1,0 06-13~1,1,0,0,0 05-24~5,5,2,1,0 05-22~3,1,0,0,0 08-07~1,1,1,0,0 06-07~2,2,2,2,0 08-06~1,1,0,0,0 06-10~4,4,1,1,0 05-23~1,1,1,1,1 06-24~1,1,1,1,0 07-24~1,1,0,0,0 06-14~1,1,0,0,0 07-14~1,1,0,0,0 07-09~4,4,3,2,0 05-30~2,2,1,0,0 06-18~1,1,1,1,1 05-21~1,1,0,0,0 05-28~1,1,0,0,0 06-06~4,4,1,0,0 06-28~1,1,0,0,0 06-08~2,2,1,1,1 06-02~1,1,0,0,0 07-22~1,1,1,0,0 05-20~1,1,0,0,0 05-26~4,2,0,0,0 06-09~4,4,2,0,0 08-20~1,1,0,0,0 05-31~2,2,0,0,0 07-15~1,1,0,0,0 05-27~4,4,1,0,0 06-16~1,1,0,0,0 05-29~6,5,1,0,0 06-05~1,1,1,0,0 06-15~1,1,0,0,0 05-07~1,1,0,0,0 07-10~2,1,0,0,0 06-01~2,1,0,0,0 all~68,67,25,14,6
3047183_500901|9|00000001:/ko/sport-promocode 00000002:/it/sport-promocode 00000004:/es/sport-promocode 00000009:/no/sport-promocode 00000009:/tr/sport-promocode 00000014:/de/sport-promocode 00000015:/pt/sport-promocode 00000282:/sport-promocode|08-04~4,4,0,0,0 08-09~6,6,1,1,0 07-14~15,14,3,3,0 08-21~9,8,2,1,0 08-22~8,8,2,2,0 07-23~8,8,4,3,1 08-02~6,6,0,0,0 07-07~7,7,0,0,0 07-17~3,3,0,0,0 07-01~2,1,0,0,0 08-29~4,4,0,0,0 07-28~5,5,2,1,0 07-18~6,5,1,0,0 08-24~7,7,0,0,0 08-27~11,11,1,1,0 07-30~6,6,1,0,0 06-30~1,0,0,0,0 08-03~6,6,0,0,0 08-13~5,5,1,0,0 07-15~10,10,3,3,0 07-24~7,6,0,0,0 08-20~5,5,0,0,0 08-16~12,12,4,1,0 08-06~7,7,2,1,0 07-04~3,3,1,0,0 07-03~6,6,1,1,0 07-08~2,2,1,0,0 07-22~11,10,3,0,0 08-26~4,4,2,2,0 07-10~9,7,3,2,0 07-29~7,7,2,1,0 07-20~4,4,1,0,0 07-19~9,9,4,3,1 07-27~6,6,3,3,1 07-11~7,6,2,1,0 08-19~5,5,0,0,0 08-14~3,3,2,1,1 08-08~3,3,0,0,0 07-26~3,3,2,2,0 08-01~6,6,1,1,0 08-05~6,6,0,0,0 08-11~4,4,1,1,0 all~337,332,78,54,9 07-02~4,4,2,1,0 07-12~4,4,1,1,0 08-15~4,4,0,0,0 07-13~4,4,1,1,0 08-07~6,5,1,1,0 08-12~2,2,0,0,0 07-09~5,4,2,2,0 07-16~5,5,2,1,0 08-10~6,6,0,0,0 08-23~5,5,3,2,1 07-06~8,7,2,1,1 07-05~4,4,1,1,0 08-17~6,6,1,0,0 07-21~5,5,0,0,0 07-31~9,9,0,0,0 07-25~4,4,0,0,0 08-25~8,8,1,1,1 08-28~6,5,1,1,0 08-18~12,12,2,2,0
3061114_403385|3|00000002:/fr/200-Bonus-500-Free-Spins-3061114 00000018:/ja/200-Bonus-500-Free-Spins-3061114 00000226:/200-Bonus-500-Free-Spins-3061114|05-05~1,1,0,0,0 08-25~25,6,0,0,0 08-16~2,2,0,0,0 06-16~1,1,0,0,0 06-29~1,1,0,0,0 07-09~1,1,0,0,0 05-22~1,0,0,0,0 05-19~1,1,1,1,0 07-22~1,1,1,0,0 08-23~27,14,0,0,0 07-21~1,1,1,1,0 08-11~1,1,0,0,0 08-20~25,9,1,1,0 07-05~1,1,1,0,0 05-21~1,1,0,0,0 08-24~33,16,0,0,0 06-09~1,1,0,0,0 05-30~2,2,0,0,0 06-17~1,1,0,0,0 08-22~36,14,0,0,0 06-19~1,1,0,0,0 08-27~4,1,0,0,0 07-12~1,1,1,1,0 07-03~1,1,1,0,0 05-02~1,1,0,0,0 08-15~2,2,0,0,0 07-17~1,1,1,0,0 08-21~48,16,0,0,0 07-20~1,1,1,1,0 08-26~18,10,0,0,0 08-18~1,1,0,0,0 05-17~2,2,0,0,0 07-28~1,1,0,0,0 07-10~1,1,1,1,0 07-11~1,1,1,1,0 07-13~2,2,1,1,0 all~246,116,12,8,1
3061114_498156|2|00000002:/ 00000003:/ja|06-25~2,1,1,1,0 07-23~1,1,1,1,0 07-11~1,0,0,0,0 08-11~1,1,1,0,0 06-12~1,0,0,0,0 all~5,3,3,3,0
3130140_432851|4|00000001:/el/Get-150-Deposit-Bonus-300-Free-Spins-A 00000001:/tr/Get-150-Deposit-Bonus-300-Free-Spins-A 00000002:/pt/Get-150-Deposit-Bonus-300-Free-Spins-A 00000021:/Get-150-Deposit-Bonus-300-Free-Spins-A|06-05~3,3,2,2,0 05-04~2,2,0,0,0 05-12~1,1,0,0,0 06-03~1,1,0,0,0 05-25~1,1,0,0,0 05-09~2,2,0,0,0 06-06~1,1,1,0,0 all~25,23,6,4,0 05-06~2,2,0,0,0 05-13~1,1,0,0,0 06-01~1,1,1,0,0 05-20~2,2,0,0,0 05-19~1,1,0,0,0 05-30~2,2,1,1,0 06-04~2,2,0,0,0 05-03~1,1,0,0,0 06-09~1,0,0,0,0 06-07~2,1,0,0,0
3173166_177039|1|00000014:/crypto-casino|06-23~2,0,0,0,0 06-06~1,1,0,0,0 05-13~1,0,0,0,0 05-12~1,1,0,0,0 06-09~1,0,0,0,0 07-07~1,1,1,0,0 05-21~1,1,1,0,0 05-01~1,0,0,0,0 05-27~2,1,1,1,0 06-05~1,1,1,0,0 07-13~1,1,1,0,0 08-02~1,1,1,0,0 06-03~1,1,1,0,0 all~14,9,7,1,0
3173166_269591|1|00000028:/crypto-casino|07-15~3,2,2,1,0 05-04~1,0,0,0,0 07-21~1,0,0,0,0 05-06~1,1,0,0,0 05-28~1,0,0,0,0 05-05~1,1,0,0,0 06-25~1,1,0,0,0 05-13~1,1,0,0,0 05-27~1,1,0,0,0 06-21~1,1,1,1,0 05-03~1,1,0,0,0 06-28~1,0,0,0,0 08-16~2,2,2,1,0 07-29~1,1,1,0,0 07-20~1,0,0,0,0 06-02~1,0,0,0,0 08-21~1,1,1,0,0 05-29~1,1,1,0,0 07-05~3,3,3,0,0 07-08~1,1,1,0,0 07-14~2,2,2,1,0 05-30~1,0,0,0,0 07-09~2,2,2,1,0 05-10~1,1,0,0,0 07-13~1,0,0,0,0 07-07~1,1,1,0,0 all~28,22,17,6,0
3173166_269592|1|00000040:/crypto-casino|06-08~1,0,0,0,0 08-01~1,0,0,0,0 07-16~1,0,0,0,0 05-04~1,1,0,0,0 05-06~1,0,0,0,0 06-03~1,0,0,0,0 07-09~2,2,2,1,0 07-08~1,1,0,0,0 05-03~1,1,0,0,0 07-12~1,0,0,0,0 05-01~1,1,0,0,0 05-30~1,0,0,0,0 08-05~2,1,0,0,0 05-28~1,0,0,0,0 08-16~2,1,1,0,0 07-26~1,1,1,0,0 05-17~1,1,1,1,0 05-26~1,0,0,0,0 07-22~1,1,1,0,0 05-02~2,2,0,0,0 06-23~2,0,0,0,0 06-02~1,1,1,0,0 06-10~1,1,1,1,0 08-19~1,1,1,0,0 05-05~2,1,0,0,0 06-07~1,1,1,1,0 07-06~1,1,1,0,0 07-31~1,1,1,0,0 05-09~2,0,0,0,0 06-01~1,0,0,0,0 08-10~1,1,0,0,0 05-08~1,0,0,0,0 05-21~1,1,0,0,0 06-29~2,0,0,0,0 08-28~2,1,1,0,0 07-13~1,0,0,0,0 08-06~1,1,1,1,0 all~40,24,15,6,0
3173166_269593|1|00000051:/crypto-casino|05-28~3,1,1,0,0 06-13~1,0,0,0,0 05-26~1,1,1,0,0 05-09~2,0,0,0,0 05-02~1,0,0,0,0 08-21~1,1,1,0,0 06-04~2,1,1,0,0 05-07~2,2,0,0,0 06-10~1,0,0,0,0 07-06~1,0,0,0,0 06-15~1,0,0,0,0 06-09~2,2,2,0,0 06-03~1,0,0,0,0 06-14~2,2,2,0,0 06-06~3,2,1,1,0 05-01~1,1,0,0,0 05-27~4,1,1,0,0 06-07~1,0,0,0,0 06-20~1,1,0,0,0 06-08~4,1,1,1,0 05-08~1,0,0,0,0 05-31~1,0,0,0,0 05-18~1,0,0,0,0 05-22~3,2,2,2,0 06-12~1,0,0,0,0 06-05~2,1,1,0,0 05-25~2,0,0,0,0 05-06~1,0,0,0,0 05-14~1,1,1,0,0 05-19~1,0,0,0,0 08-20~1,0,0,0,0 05-12~1,0,0,0,0 05-13~2,0,0,0,0 05-21~1,0,0,0,0 05-11~1,0,0,0,0 06-16~2,0,0,0,0 06-11~1,0,0,0,0 all~51,21,16,7,1
3173166_282578|1|00000010:/crypto-casino|06-13~1,1,1,0,0 06-29~1,0,0,0,0 07-11~1,0,0,0,0 07-01~1,0,0,0,0 all~10,4,3,0,0 08-28~1,1,1,0,0 05-06~1,0,0,0,0 05-20~1,1,1,0,0 08-06~1,0,0,0,0 05-08~2,1,0,0,0
3173166_282592|1|00000025:/crypto-casino|06-12~1,1,1,0,0 08-21~1,1,1,0,0 05-08~2,1,0,0,0 05-10~1,1,0,0,0 08-28~2,0,0,0,0 06-14~1,0,0,0,0 08-23~1,0,0,0,0 05-03~1,1,0,0,0 07-26~1,1,1,1,0 06-22~1,1,1,0,0 06-10~1,1,1,0,0 07-16~1,1,0,0,0 06-09~1,1,1,1,0 05-30~1,0,0,0,0 06-27~1,1,1,1,0 05-07~1,0,0,0,0 07-31~1,0,0,0,0 06-02~2,2,2,0,0 08-29~1,1,1,0,0 06-13~1,1,1,1,0 06-07~2,2,1,0,0 08-27~1,0,0,0,0 05-01~1,1,0,0,0 08-18~1,1,1,0,0 all~25,18,13,4,0
3173166_293760|3|00000001:/de/crypto-casino 00000005:/tr/crypto-casino 00000020:/crypto-casino|05-03~1,1,0,0,0 06-24~3,1,1,0,0 08-01~1,0,0,0,0 06-29~1,0,0,0,0 06-30~1,1,1,0,0 05-31~2,0,0,0,0 06-22~1,0,0,0,0 06-21~1,1,1,1,0 05-26~1,1,1,0,0 07-08~2,1,0,0,0 06-05~2,1,0,0,0 06-15~1,0,0,0,0 06-26~1,0,0,0,0 05-06~1,0,0,0,0 06-20~1,1,1,0,0 07-14~1,0,0,0,0 05-01~1,1,0,0,0 05-09~1,0,0,0,0 06-12~2,2,1,0,0 05-08~1,1,0,0,0 07-12~1,1,1,0,0 06-13~1,0,0,0,0 05-21~1,0,0,0,0 05-11~1,1,0,0,0 05-04~1,0,0,0,0 06-11~1,1,1,1,0 06-23~3,1,1,0,0 all~26,15,9,4,0
3173166_386190|1|00000007:/|06-15~1,1,1,1,0 05-10~1,1,0,0,0 05-16~1,1,1,1,0 05-21~2,2,2,2,0 06-11~1,1,1,1,0 05-18~1,0,0,0,0 06-06~1,1,1,1,0 all~7,7,6,6,0
3173166_465448|2|00000001:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000016:/de/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|05-27~1,1,0,0,0 06-18~1,1,1,0,0 07-07~1,1,1,1,0 05-10~1,1,0,0,0 06-26~1,1,1,0,0 08-20~1,1,1,1,0 06-03~1,1,0,0,0 06-19~1,1,1,0,0 05-07~2,2,0,0,0 08-24~1,1,0,0,0 05-26~1,1,1,0,0 07-24~1,1,1,0,0 08-15~2,1,1,0,0 06-22~1,1,1,1,0 05-11~1,0,0,0,0 05-14~3,2,2,1,0 all~17,16,11,4,0
3173166_484043|6|00000001:/tr 00000002:/de 00000002:/fr 00000003:/es 00000003:/pt 00000172:/|06-11~11,10,1,1,0 05-25~4,3,2,2,0 05-10~4,3,0,0,0 05-24~2,2,1,1,0 05-13~1,1,1,1,0 05-30~7,5,4,4,0 08-29~2,2,2,2,0 06-17~2,1,1,1,0 05-07~2,1,0,0,0 06-21~1,0,0,0,0 05-03~1,1,0,0,0 05-22~4,3,3,2,0 05-05~4,2,0,0,0 05-18~3,3,1,0,0 08-25~1,1,1,0,0 06-16~5,4,2,1,0 06-06~8,4,3,3,0 06-03~1,1,0,0,0 05-09~4,2,0,0,0 05-15~2,2,1,1,0 05-27~4,2,2,1,0 05-16~1,0,0,0,0 05-04~3,1,0,0,0 06-20~2,2,2,1,0 05-08~4,2,0,0,0 05-12~4,3,0,0,0 05-21~4,1,1,0,0 06-01~6,5,1,1,0 05-11~4,2,0,0,0 05-14~5,1,0,0,0 06-14~1,0,0,0,0 05-31~6,5,2,1,0 06-10~4,1,1,1,0 06-04~5,3,1,1,0 06-09~2,1,1,1,0 08-19~1,1,1,1,0 07-14~1,0,0,0,0 05-01~3,3,0,0,0 05-20~3,1,0,0,0 07-11~1,1,0,0,0 06-12~3,2,2,2,0 06-07~5,3,2,1,0 05-19~5,2,1,1,0 05-29~10,7,5,4,0 08-07~1,1,1,1,0 05-06~1,1,0,0,0 06-18~4,1,1,1,0 06-08~7,4,2,2,0 06-05~7,6,5,3,0 05-28~7,6,3,3,0 06-25~1,0,0,0,0 05-17~2,0,0,0,0 06-02~5,4,2,1,0 all~183,123,59,47,0
3173166_498523|3|00000001:/de 00000001:/ja 00000032:/|07-03~1,1,0,0,0 07-01~1,1,0,0,0 06-25~1,1,0,0,0 06-22~2,2,2,2,0 07-09~2,1,1,1,0 07-05~1,1,1,1,0 07-13~2,2,1,1,0 06-30~2,2,2,2,0 06-16~3,3,0,0,0 07-14~1,1,0,0,0 07-04~1,1,1,1,0 06-11~2,2,1,0,0 07-12~2,1,1,1,0 07-11~5,5,4,4,0 07-10~3,3,2,2,0 06-27~1,1,1,1,0 06-26~2,1,1,1,0 06-19~3,3,1,1,0 all~34,32,19,18,0
